"","protein_id","gene_id","symbol","r.mRNA_Age.Sex","r.Prot_Age.Sex","p.mRNA_Age.Sex","p.Prot_Age.Sex","sig"
"50","ENSMUSP00000099904","ENSMUSG00000076441","Ass1",0.315525613718697,0.277081393918945,3.3185780929779e-05,0.000248191654330623,TRUE
"51","ENSMUSP00000058305","ENSMUSG00000051343","Rab11fip5",0.181618855254671,0.22913592213816,0.0152245283049212,0.00230691035918102,TRUE
"52","ENSMUSP00000036384","ENSMUSG00000033220","Rac2",0.182860331706639,0.168082934426628,0.0145530433010235,0.0245313488947478,TRUE
"53","ENSMUSP00000087477","ENSMUSG00000022841","Ap2m1",0.173280858087353,0.372542964619958,0.0204906053441816,1.19242676044303e-06,TRUE
"54","ENSMUSP00000029142","ENSMUSG00000027613","Eif6",0.151040738892204,0.232451797409554,0.0430324410639332,0.00199785196799425,TRUE
"55","ENSMUSP00000031055","ENSMUSG00000029163","Emilin1",0.183190515346756,0.30415610029816,0.0143789457605586,6.13905715331072e-05,TRUE
"56","ENSMUSP00000108075","ENSMUSG00000040990","Sh3kbp1",0.29965639873099,0.152615830632698,7.7952772117139e-05,0.0409282904260954,TRUE
"57","ENSMUSP00000026479","ENSMUSG00000025410","Dctn2",0.249088724873924,0.247201165318292,0.000948315353409726,0.00103399276956989,TRUE
"58","ENSMUSP00000051092","ENSMUSG00000039361","Picalm",0.19163910649267,0.156391483179689,0.0105103567237333,0.0362394059199099,TRUE
"59","ENSMUSP00000021166","ENSMUSG00000020810","Cygb",0.299143545998173,0.59911734584365,8.00906002103233e-05,8.56599867604006e-14,TRUE
"60","ENSMUSP00000137226","ENSMUSG00000095079","Igha",0.307961218292388,0.269958184533941,5.0060507991625e-05,0.000352650501104848,TRUE
"61","ENSMUSP00000017453","ENSMUSG00000017309","Cd300lg",0.17294360992197,0.237959767332041,0.0207338060845293,0.00156784000622512,TRUE
"62","ENSMUSP00000107135","ENSMUSG00000040170","Fmo2",0.187708148460801,0.467867372501449,0.0121762423132923,2.04591824854669e-09,TRUE
"63","ENSMUSP00000018755","ENSMUSG00000020388","Pdlim4",0.146428627406976,0.273547419809602,0.0497310615343475,0.000295696969708349,TRUE
